,0
128,-1.17677160119
129,-1.36001378285
130,-1.2864082188
131,-2.42041455826
132,-0.638235697357
133,-2.07053788526
134,-0.795371340487
135,-1.80163789167
136,-0.681050450982
137,-1.13872346272
138,-2.22653544023
139,-1.93174798611
140,-1.38081976414
141,-0.201761779105
142,-1.62813045701
143,-1.18490148824
144,-0.682357799636
145,-0.62782809434
146,-0.86117201127
147,-0.0929687738278
148,-1.98038552962
149,-0.314124459452
150,-1.23116579854
151,-0.261224691193
152,-1.88115650032
153,-1.03350555375
154,-0.748398881055
155,-1.3234384328
156,-0.284481737495
157,-1.6784570469
158,-0.645672553552
159,-0.911600733275
160,-1.70064203612
161,-0.859512854481
162,-0.828221469633
163,-0.618696363095
164,-2.06407775998
165,-0.39971474936
166,-0.437717250865
167,-1.59475308582
168,-0.604758808952
169,-1.54179442607
170,-0.935025822482
171,-1.00151160301
172,-0.676054136167
173,-0.620355103969
174,-1.07343923642
175,-1.41192818551
176,-1.27816960095
177,-1.21008638682
178,-1.10596553717
179,-1.13395914702
180,-1.19443693128
181,-1.32581132001
182,-0.642930977352
183,-0.164205466036
184,-1.38946719452
185,-0.783896316393
186,-1.47080627338
187,-1.17527111796
188,-0.904369525515
189,-1.73454626176
190,-0.759730464811
191,-1.93923586473
192,-2.41518283428
193,-1.25025626464
194,-0.734037943614
195,-0.40831292799
196,-1.04772662323
197,-0.13682624247
198,-2.21110426347
199,-0.200134424206
200,-1.34819116327
201,-1.67794540072
202,-0.327916497382
203,-1.71119448385
204,-0.737806899187
205,-1.76105224371
206,-0.799011474828
207,-0.796421704298
208,0.0332279856193
209,-0.502986388236
210,-2.26466692617
211,-0.336139513309
212,-0.284438393842
213,-1.47485174249
214,-1.67424071817
215,-0.27192499674
216,-1.91992050738
217,-0.369649429295
218,-1.3300522844
219,-1.2043723587
220,-0.901364962383
221,-1.57152022342
222,-0.7552465978
223,-1.63042794156
224,-1.62745882695
225,-0.831960207767
226,0.0407372803461
227,-1.9151323724
228,-0.759713321493
229,-1.45629544438
230,-1.23257911537
231,-0.693687367278
232,-1.04277523109
233,-0.802543827287
234,-1.64711289695
235,-0.526210645657
236,-1.46951641864
237,-1.94065680467
238,-1.24134411189
239,-1.33184691416
240,-1.59459220688
241,-0.988875446219
242,-0.165891991296
243,-1.33946794818
244,-0.817736572067
245,-1.75030598097
246,-0.972314927696
247,-0.246024996659
248,-0.558959864968
249,-0.783193801121
250,-0.78571708163
251,-0.859227939441
252,-0.832618228773
253,-0.849475901068
254,-2.59993557782
255,-1.72276004212
256,-1.35163780447
257,-0.763129100712
258,-1.95511602453
259,-1.28435146085
260,-1.90888094315
261,-1.01815254818
262,-0.489544727514
263,-0.897001045383
264,-1.3763951156
265,-1.33104692218
266,-1.25149504039
267,-0.594308331532
268,-1.39443678562
269,-0.451790829854
270,-1.22708220231
271,-0.861927996867
272,-1.53508081282
273,-0.78430534548
274,-0.496631559686
275,-1.13306778217
276,-1.28252777436
277,-1.3191319524
278,0.0943025629386
279,-1.44287426587
280,-0.288692888878
281,-0.709413480741
282,-0.390012137167
283,-0.783392358047
284,-0.713891379041
285,-0.868263600744
286,-1.11240510374
287,-0.986106303233
288,-1.05284043059
289,-0.470149072305
290,-1.44249449872
291,-0.543958565763
292,-1.7211716
293,-1.32517905243
294,-1.30144306344
295,-0.89474081237
296,-0.177495064141
297,-1.15913492547
298,-0.463883739773
299,-0.422962680454
300,-0.00225242166373
301,-1.5523040525
302,-0.416901526691
303,-0.816761232078
304,-1.48250286016
305,-0.295340165787
306,-0.920090234606
307,-1.2406909207
308,-1.78122569455
309,-0.519150211371
310,-2.10349476129
311,-1.31909831408
312,-1.97663905842
313,-2.41665315433
314,-0.343565665655
315,-0.353226041411
316,-0.273893496946
317,-2.24768705354
318,-2.57996146206
319,-1.09450626943
320,-1.00436671474
321,-1.64544590327
322,-0.444638395038
323,-1.28788416267
324,-0.588807462318
325,-1.25884184571
326,-0.475843861667
327,-1.05171470109
328,-1.73701110313
329,-0.473540484145
330,-1.28664727403
331,-1.13544681688
332,-2.24013389951
333,-0.229333344997
334,-1.79333700971
335,-1.8371989607
336,-2.42162199388
337,-1.33698010679
338,-1.32609376145
339,-1.44600462232
340,-1.12563315071
341,-2.76559514794
342,-1.39205138423
343,-1.9980395434
344,-0.724966245071
345,-1.49271519266
346,-1.04194926496
347,-1.36221366266
348,-2.21161941949
349,-1.90809058953
350,0.00129821281553
351,-2.03047862814
352,-1.22148970453
353,-0.571693925601
354,-1.47658617633
355,-0.702482361762
356,-0.365451265083
357,-0.967188468991
358,-2.6432184853
359,-1.25829962852
360,-1.9241968139
361,-1.5222763715
362,-2.31979066001
363,-1.11061922153
364,-1.53948344375
365,-0.853376522873
366,-0.92652097837
367,-0.346731505754
368,0.132380944844
369,0.0512573820012
370,-1.4823351097
371,-2.17153938296
372,-2.12125456307
373,-2.08114437657
374,-1.10844568295
375,-0.898400248811
376,-1.3807761082
377,-0.497889107981
378,-1.32309036784
379,-0.8237452539
380,-1.91466437692
381,-1.33231889324
382,-0.346239338026
383,-2.74684027477
384,-0.44555788392
385,-0.519927851076
386,-0.587429341526
387,-1.01316634076
388,-1.47015987697
389,-1.95402455785
390,-0.486603179399
391,-1.12416326717
392,-1.4788167865
393,-1.41903608413
394,-0.354255876616
395,-0.832387495366
396,-1.21271016929
397,-0.16700425604
398,-1.05606570174
399,-0.691004200807
400,-0.891222583209
401,-0.0269417487999
402,-0.401028845769
403,-0.424936871306
404,-1.42468752365
405,-1.21107617722
406,-1.55516804376
407,-0.790690163575
408,-1.35740877465
409,-0.540589357443
410,-0.958985106855
411,-0.871818593375
412,-1.02273654953
413,-1.28155489045
414,-0.346144672038
415,-0.860278271078
416,-1.1076548978
417,-2.61299020291
418,-2.21197062591
419,-0.85376969687
420,-0.923752594444
421,-0.955782383493
422,-0.300346121076
423,-1.48456130805
424,-0.69175723368
425,-1.1906969602
426,-0.520974665196
427,-1.71071114357
428,-0.575359305029
429,-1.64318614598
430,-1.48734122926
431,-0.720568560239
432,-2.73922081363
433,-0.738480128681
434,-1.13014895729
435,-1.23711698231
436,-0.0326873864239
437,-1.08521242854
438,-0.600408276426
439,-1.41756488805
440,-0.125581735385
441,-1.32347211801
442,-0.843560552395
443,-0.858986185467
444,-1.0684889204
445,-0.715743941327
446,-0.779461178554
447,-1.08195001731
448,-1.88597265603
449,-1.21839081409
450,-0.894038729753
451,-1.58177441331
452,-0.524043525407
453,-1.27844041866
454,-1.09262234273
455,-1.96375164808
456,-0.873583436444
457,-2.10464828044
458,-1.50921794883
459,-2.41663935555
460,-0.439155965938
461,-0.263671689341
462,-0.625401457622
463,-0.529553174063
464,-1.00251798185
465,-0.79047457376
466,-1.07606877636
467,-2.67108520029
468,-1.20716225869
469,-0.457385434971
470,-1.17479379698
471,-1.18487431854
472,-1.57531258496
473,-0.755928692607
474,-0.741883442749
475,-1.54214630989
476,-1.96395079042
477,-0.23314095017
478,-1.03798363568
479,-1.79405433023
480,-0.82594862782
481,-1.03072910005
482,-0.43374703195
483,-1.16690931255
484,-1.42421830648
485,-1.83143815339
486,-1.52242594843
487,-0.451002046468
488,-1.50249252961
489,-1.16635516801
490,-0.701644035283
491,-1.17762743233
492,-1.31722508753
493,-1.25145253369
494,-0.364048922724
495,-0.801553874389
496,-0.74720953488
497,-1.455994358
498,-0.787137335916
499,-0.30005588236
500,-0.512685862052
501,-1.66931751868
502,-0.846997326037
503,-1.41552562327
504,-1.70314413206
505,-0.733306895529
506,-1.16385336142
507,-0.571946192562
508,-0.821868373594
509,-0.788763947658
510,-2.41064141705
511,-1.32143283257
512,-0.382234111735
513,-2.46500010066
514,-1.69653030583
515,-0.385145274008
516,-0.510728150635
517,-1.70330199391
518,-2.52754310665
519,-1.41009357435
520,-0.954298302667
521,-1.52660634373
522,-1.22110814905
523,-0.465969063813
524,-0.184190189592
525,-1.68924966479
526,-0.851053111129
527,-1.49386071224
528,-1.87753068234
529,-1.8177252904
530,-1.1809404859
531,-1.50200035163
532,-0.502107040932
533,-0.44940028243
534,-1.18758670469
535,-1.20738775194
536,-0.416836759879
537,-0.745836754018
538,-1.88416559412
539,-1.70957656324
540,-1.95949273887
541,-1.10891339468
542,-0.955919593066
543,-0.492716515304
544,-1.34913916748
545,-1.25867181559
546,-0.671432669175
547,-1.84030110193
548,-1.09817219028
549,-1.4043187094
550,-0.839353817308
551,-0.821526440209
552,-1.20466328828
553,-0.573778918969
554,-1.09058810016
555,-2.40643779298
556,0.034202443227
557,-0.817803286327
558,-0.930909548257
559,-1.70987866623
560,-1.41664877699
561,-0.633375305565
562,-0.647484958495
563,-0.429566602709
564,-0.995454530364
565,7.8350364275e-05
566,-0.379159268505
567,-1.93992035964
568,-0.826147872493
569,-2.20875697665
570,-0.786677069748
571,-0.903610791708
572,-1.62792316153
573,-0.914166079677
574,-1.15428694882
575,-0.549802334803
576,-1.31717207987
577,-2.0586828937
578,-1.0175678297
579,-0.701520605175
580,-2.72105800454
581,-1.00322087714
582,-2.24358374988
583,-1.45731616087
584,-0.622424937631
585,-1.76852129416
586,-1.86968241631
587,-1.31614312971
588,-1.92316457332
589,-0.105679445237
590,-0.584097920962
591,-0.719637076157
592,0.0957367755212
593,-0.293235524987
594,-0.966853391344
595,-0.721376042063
596,-1.39521737523
597,-0.986202686019
598,-0.442786097739
599,-0.546302976041
600,-2.17644986532
601,-1.58947211552
602,-0.343841685323
603,-1.26385396442
604,-1.85781918281
605,-1.07097372128
606,-1.16804820635
607,-1.3958035841
608,-1.03271909816
609,-1.50257512705
610,-0.73145779029
611,-1.79789542658
612,-1.06685543876
613,-0.684805401477
614,-1.34327246093
615,-1.63417921203
616,-1.98403127763
617,-0.514237318722
618,-1.71038817163
619,-0.8695079631
620,-0.310460157541
621,-1.68803977273
622,-1.08766536245
623,-0.696798612681
624,-0.622572344958
625,-2.00041758623
626,-1.41438765834
627,-0.681483967236
628,-1.67983899208
629,-0.989730177767
630,-1.72009065453
631,-1.73553426763
632,-0.377814008019
633,-1.77154653608
634,-1.04324551357
635,-1.8026275191
636,-0.945163421069
637,-2.08230083807
638,-0.754696773804
639,-1.35085892502
640,-0.889960749222
641,-2.09374170354
642,-2.39777637829
643,-2.69502437798
644,-1.66050287044
645,-0.731341379226
646,-0.608407181567
647,-0.765763289706
648,-1.13788734024
649,-0.872988942049
650,-0.128438133051
651,-1.36073385657
652,-0.908045314305
653,-2.47089230017
654,-1.93794313611
655,-1.03057769281
656,-2.51012100094
657,-0.625754452734
658,-0.604072813621
659,-0.784724769401
660,-1.65953138375
661,-1.05985391137
662,-0.970426567728
663,-1.20478971825
664,-0.622231772692
665,-2.12840739576
666,-0.777345380982
667,-1.87958596855
668,-1.01505612053
669,-1.18800469315
670,-1.11833233121
671,-0.38091455192
672,-0.93842257161
673,-1.62302406098
674,-1.75143279754
675,-0.464686131972
676,-0.94924262214
677,-0.622198303104
678,-1.41843974899
679,-1.91385585741
680,-0.756384748189
681,-1.99167827868
682,-0.56498933338
683,-0.0982102364038
684,-0.461181552572
685,-1.00022628964
686,-0.661153820633
687,-1.17921424813
688,-1.9041533525
689,-1.37780279889
690,-0.469604183358
691,-1.83385012005
692,-0.26017564156
693,-0.626892508212
694,-1.31112005684
695,-0.866299965107
696,-0.431221160914
697,-0.79134007994
698,-1.47433040374
699,-1.11180902088
700,-1.03852072668
701,-1.38737485137
702,-1.2265161401
703,-2.60487695872
704,-0.369620347205
705,-1.4124091726
706,-2.19337242974
707,-1.70927161983
708,-0.866194388917
709,-2.11254977548
710,-1.45872876683
711,-1.70260319558
712,-2.11181737383
713,-1.4892817296
714,-0.577866039063
715,-0.557260625833
716,-1.01578964126
717,-0.476013905674
718,-1.22380561827
719,-0.434789258539
720,-0.951299536962
721,-1.03051709966
722,-1.35849752081
723,-1.66082361426
724,-0.752554920957
725,-1.91404058145
726,-1.57310250331
727,-0.871537361558
728,-0.824745167005
729,-0.495314468718
730,-2.30231910723
731,-1.13058650375
732,-1.39068005153
733,-0.660600995504
734,-0.722399528267
735,-1.41944306008
736,-1.63659445087
737,-1.38332509146
738,-1.73629724932
739,-1.33370686607
740,-0.638530647762
741,-0.576579014905
742,-0.155297606917
743,-2.049372725
744,-0.954265972606
745,-0.968616471842
746,-1.95107852207
747,-1.12329134296
748,-1.61435376582
749,-1.84261295571
750,-1.4674037307
751,-0.671919850027
752,-2.29854754852
753,-0.959342959254
754,-0.71815396711
755,-1.49806741985
756,-1.4605627731
757,-1.73110306707
758,-0.851524833283
759,-1.09465882495
760,-1.16190817008
761,-0.62466293401
762,-0.433935823428
763,-0.871334512801
764,-1.4808617471
765,-2.14642086285
766,-2.01523534093
767,-0.714879996904
768,-1.23113311747
769,-1.32404288815
770,-0.894665325551
771,-1.4520794152
772,-1.08718229422
773,-1.24126543381
774,-1.39976493865
775,-1.66315017005
776,-0.261293789019
777,-1.2970805267
778,-0.455312429414
779,-0.462590302749
780,-1.36810965525
781,-1.10223971804
782,-0.766540804826
783,-0.454364293311
784,-0.972174655426
785,-0.585492087911
786,-1.95848287778
787,-1.97014665815
788,-0.279588898285
789,-1.95075983084
790,-0.197659770111
791,-0.731561167138
792,-0.929884529933
793,-1.58346631602
794,-0.992612143413
795,-0.937709913337
796,-1.47382032736
797,-0.545954182468
798,-1.25801555776
799,-0.539645631023
800,-1.4782490959
801,-1.18440922879
802,-1.04183615499
803,-0.977750616597
804,-0.538400526166
805,-0.761583962749
806,-0.404313864521
807,-0.292552499925
808,-1.30275944408
809,-0.992133563559
810,-0.635792350134
811,-0.247810017511
812,-0.968723137206
813,-1.11619849446
814,-0.720410935698
815,-1.32620132842
816,-1.27073960114
817,-1.07934769781
818,-0.967485585411
819,-2.2668867965
820,-0.960040491252
821,-2.203830635
822,-0.436044210381
823,-0.357714385696
824,-2.28403182968
825,-2.13258848154
826,-0.401342069089
827,-1.11455663469
828,-0.933789596758
829,-1.4526144925
830,-1.56605729642
831,-1.11926059843
832,-1.83609042275
833,-0.792328774654
834,-0.903326963452
835,-1.81002355759
836,-1.314141997
837,-1.71621691285
838,-0.238183409407
839,-0.293631147145
840,-0.33098517219
841,-1.29612632798
842,-0.324046583516
843,-0.307277674809
844,-2.10277546266
845,-0.383239647602
846,-1.34869182686
847,-1.32841530163
848,-0.639365594204
849,-1.08107414484
850,-0.462677336123
851,-0.479719541534
852,-0.4004294828
853,-1.09043604712
854,-0.236432763884
855,-1.19083831537
856,-0.261677951003
857,-1.73842977035
858,-2.21252050892
859,-1.37186987329
860,-1.82160231809
861,-0.272337912556
862,-0.969705491678
863,-1.16156131785
864,-0.568833029965
865,-1.29382641929
866,-0.543195467541
867,-0.384803536906
868,-2.00338227485
869,-0.51984677681
870,-0.849035404031
871,-1.20849858587
872,-1.49032466574
873,-0.908017426888
874,-2.13554837287
875,-0.0999796925526
876,-0.229966190214
877,-1.40570365111
878,-1.05585114154
879,-2.02112508002
880,-1.13554832969
881,-0.834946733274
882,-0.67488123199
883,-1.72422746991
884,-1.34835825598
885,-0.711696738642
886,-0.875261138772
887,-2.91394137789
888,-1.37886170268
889,-0.883361796493
890,-1.95857100096
891,-0.369434970103
892,-0.602820751312
893,-1.82920369771
894,-0.80557856463
895,-3.02972341481
896,-0.865339746798
897,-0.283159794789
898,-1.42372805922
899,-1.97609632771
900,-1.50741828308
901,-1.41340437977
902,-0.942164601142
903,-0.64778990577
904,-2.07879122305
905,-0.377140407317
906,-0.599684926
907,-0.603279264267
908,-0.376501489152
909,-1.41647873773
910,-1.68722268089
911,-1.33042208191
912,-1.34072410972
913,-0.313141264331
914,-1.687659435
915,-1.41700580002
916,-1.64764807072
917,-0.789950161152
918,-1.08673352202
919,-0.792530150615
920,-1.15570648701
921,-1.26047256895
922,-0.857294748823
923,-0.809827484334
924,-0.958007579331
925,-1.67722938355
926,-0.70119148835
927,-0.617460127874
928,-0.981922916092
929,-1.6494139432
930,-2.68241400352
931,-0.991660026339
932,-0.699637610942
933,-0.607822250233
934,-1.09489200807
935,-0.659365047575
936,-0.872217879628
937,-0.634602053747
938,-0.489349461597
939,-0.306139490179
940,-0.572309201825
941,-1.26941321875
942,-1.21609853549
943,-1.28314873838
944,-0.259995163913
945,-0.936767004313
946,-0.905158594004
947,-0.569348498961
948,-0.6633907822
949,-0.943165547399
950,0.0707650171893
951,-1.27359956589
952,-1.32448429752
953,-1.15577863603
954,-1.77154681599
955,-0.899832611934
956,-1.50104010868
957,-1.64901533196
958,-0.775850504463
959,-0.986930273543
960,-1.66012021174
961,-0.423849306184
962,-0.983032384751
963,-1.24025453939
964,-1.76239362652
965,-0.239388641051
966,-2.28105688652
967,-1.84479434682
968,-1.0176258123
969,-0.234192470489
970,-0.535969478652
971,-2.17659644509
972,-1.10484870095
973,-2.05808135166
974,-1.93783469532
975,-1.54408798776
976,-0.456221958762
977,-1.63391294065
978,-1.64836211306
979,-1.31210264893
980,-2.09442564435
981,-1.82384408783
982,-0.456013826026
983,-0.254592470908
984,-1.58464631832
985,-1.95529377099
986,-1.96226534061
987,-1.2654979617
988,-1.54213398746
989,-1.67708921646
990,-0.857500808726
991,-1.16734947009
992,-1.14300212736
993,0.142552897056
994,-1.19785416763
995,-1.91112944925
996,-0.476825788355
997,-0.480018856258
998,-0.764694724108
999,-0.527048483282
1000,-1.56449060623
1001,-0.645183821588
1002,-0.616274141983
1003,-1.65986736831
1004,-1.49199783181
1005,-1.02226437131
1006,-1.97421997887
1007,-1.31545330821
1008,-0.73215394185
1009,-1.39638652092
1010,-1.76245237128
1011,-1.6907117324
1012,-1.65632879262
1013,-0.365437590542
1014,-0.152612600791
1015,-0.0520758016863
1016,-0.674990541575
1017,-1.24048400349
1018,-1.0396139754
1019,-1.22511700208
1020,-1.94363433196
1021,-1.27670213736
1022,-2.62072257332
1023,-0.289383855265
